572;158.0419616699;6648;6648;19F8
573;157.4171142578;6657;6657;1A01
574;156.7944335937;6667;6667;1A0B
575;156.1739196777;6677;6677;1A15
576;155.5555572509;6687;6687;1A1F
577;154.9393463134;6697;6697;1A29
578;154.3252716064;6707;6707;1A33
579;153.7133026123;6717;6717;1A3D
580;153.1034545898;6727;6727;1A47
581;152.4956970214;6737;6737;1A51
582;151.8900451660;6747;6747;1A5B
583;151.2864532470;6757;6757;1A65
584;150.6849365234;6767;6767;1A6F
585;150.0854797363;6777;6777;1A79
586;149.4880371093;6787;6787;1A83
587;148.8926696777;6797;6797;1A8D
588;148.2993164062;6807;6807;1A97
589;147.7079925537;6817;6817;1AA1
590;147.1186370849;6827;6827;1AAB
591;146.5312957763;6837;6837;1AB5
592;145.9459533691;6847;6847;1ABF
593;145.3625640869;6857;6857;1AC9
594;144.7811431884;6867;6867;1AD3
595;144.2016906738;6877;6877;1ADD
596;143.6241607666;6887;6887;1AE7
597;143.0485687255;6897;6897;1AF1
598;142.4749145507;6907;6907;1AFB
599;141.9031677246;6918;6918;1B06
600;141.3333435058;6928;6928;1B10
601;140.7653808593;6938;6938;1B1A
602;140.1993255615;6948;6948;1B24
603;139.6351623535;6958;6958;1B2E
604;139.0728454589;6969;6969;1B39
605;138.5123901367;6979;6979;1B43
606;137.9538116455;6989;6989;1B4D
607;137.3970336914;6999;6999;1B57
608;136.8421020507;7009;7009;1B61
609;136.2890014648;7020;7020;1B6C
610;135.7377014160;7030;7030;1B76
611;135.1882171630;7040;7040;1B80
612;134.6405334472;7051;7051;1B8B
613;134.0946197509;7061;7061;1B95
614;133.5504760742;7071;7071;1B9F
615;133.0081176757;7082;7082;1BAA
616;132.4675292968;7092;7092;1BB4
617;131.9286804199;7102;7102;1BBE
618;131.3916015625;7113;7113;1BC9
619;130.8562316894;7123;7123;1BD3
620;130.3225708007;7134;7134;1BDE
621;129.7906646728;7144;7144;1BE8
622;129.2604370117;7155;7155;1BF3
623;128.7319488525;7165;7165;1BFD
624;128.2051391601;7175;7175;1C07
625;127.6799926757;7186;7186;1C12
626;127.1565399169;7196;7196;1C1C
627;126.6347656250;7207;7207;1C27
628;126.1146545410;7218;7218;1C32
629;125.5961914062;7228;7228;1C3C
630;125.0793685913;7239;7239;1C47
631;124.5641937255;7249;7249;1C51
632;124.0506439208;7260;7260;1C5C
633;123.5387115478;7270;7270;1C66
634;123.0283966064;7281;7281;1C71
635;122.5196838378;7292;7292;1C7C
636;122.0125656127;7302;7302;1C86
637;121.5070724487;7313;7313;1C91
638;121.0031280517;7324;7324;1C9C
639;120.5007781982;7335;7335;1CA7
640;120.0000076293;7345;7345;1CB1
641;119.5007781982;7356;7356;1CBC
642;119.0031051635;7367;7367;1CC7
643;118.5070037841;7378;7378;1CD2
644;118.0124282836;7388;7388;1CDC
645;117.5193786621;7399;7399;1CE7
646;117.0278549194;7410;7410;1CF2
647;116.5378570556;7421;7421;1CFD
648;116.0493850708;7432;7432;1D08
649;115.5624160766;7443;7443;1D13
650;115.0769195556;7454;7454;1D1E
